driver_id,avg_monthly_net_income,income_std,coefficient_of_variation,min_income,months_with_income,tenure_months,active_days_monthly,trips_per_day,trips_per_month,completion_rate,cancellation_rate,avg_rating,peak_hour_share,weekend_share,income_slope_3m,recent_vs_historical_income,estimated_disposable_income,requested_emi_to_income,target_default
syn_00443,16710.35,7966.3,0.4767,6684.14,5,5,16.2,10.8,175,0.7961,0.1631,4.5,0.489,0.353,-0.223,0.777,8547.7,0.2721,1
syn_00444,20642.64,13257.05,0.6422,8257.05,10,10,16.2,5.7,92,0.7404,0.1997,4.12,0.641,0.429,-0.1494,0.851,11713.03,0.427,1
syn_00445,58261.21,9166.08,0.1573,44512.09,12,45,22.4,13.4,299,0.9704,0.0322,4.81,0.442,0.28,-0.0119,0.988,34952.05,0.155,0
syn_00446,15304.63,7922.54,0.5177,6121.85,10,10,16.0,6.8,108,0.6661,0.2993,4.35,0.383,0.326,-0.1789,0.821,8752.72,0.3115,1
syn_00447,78349.6,15508.91,0.1979,55086.24,12,26,27.1,13.7,370,0.9274,0.0346,4.79,0.472,0.269,0.1457,1.146,39371.18,0.0565,0
syn_00448,26878.46,17378.49,0.6466,10751.38,3,3,11.4,9.7,110,0.6553,0.343,4.32,0.316,0.364,-0.259,0.741,15770.1,0.2349,0
syn_00449,55871.99,8631.78,0.1545,42924.32,12,46,25.4,19.3,490,0.9248,0.0197,4.8,0.507,0.288,0.0976,1.098,27114.77,0.0842,0
syn_00450,56592.0,9710.79,0.1716,42025.81,12,19,25.7,21.5,553,0.9477,0.0447,4.86,0.583,0.435,0.0525,1.053,28805.89,0.0956,0
syn_00451,63881.44,9979.85,0.1562,48911.67,12,19,23.2,19.8,459,0.9889,0.0573,4.8,0.449,0.323,0.1251,1.125,32530.39,0.1462,0
syn_00452,46018.15,16328.96,0.3548,21524.71,11,11,20.4,9.6,196,0.8804,0.0709,4.52,0.472,0.244,-0.0287,0.971,22191.7,0.1394,1
syn_00453,23936.68,11588.56,0.4841,9574.67,9,9,9.8,10.9,105,0.6987,0.229,4.37,0.658,0.372,-0.3426,0.657,11793.23,0.3572,1
syn_00454,70099.69,11225.56,0.1601,53261.35,12,19,24.8,16.3,404,0.9352,0.0435,4.97,0.402,0.406,-0.0149,0.985,36112.77,0.1195,0
syn_00455,57752.35,6090.17,0.1055,48617.1,12,34,22.6,19.4,439,0.9337,0.0445,4.84,0.566,0.272,0.0332,1.033,30404.2,0.1251,0
syn_00456,54731.91,4555.15,0.0832,47899.18,12,23,28.3,14.9,421,0.9359,0.024,4.78,0.436,0.377,0.0779,1.078,31370.11,0.0672,0
syn_00457,41016.56,9977.47,0.2433,26050.35,12,12,19.8,11.6,229,0.8468,0.1144,4.72,0.447,0.428,0.0797,1.08,21290.01,0.1864,0
syn_00458,60273.1,11881.45,0.1971,42450.94,12,29,26.6,18.5,492,0.9434,0.0509,4.76,0.567,0.203,0.1242,1.124,31363.11,0.1263,0
syn_00459,19458.56,8255.07,0.4242,7783.43,7,7,12.5,8.0,99,0.7186,0.2825,4.28,0.528,0.415,-0.0616,0.938,8532.67,0.3852,1
syn_00460,75210.17,8258.0,0.1098,62823.16,12,20,26.7,17.9,477,0.9783,0.0163,4.78,0.543,0.433,0.0614,1.061,38883.69,0.1531,0
syn_00461,28451.37,6901.5,0.2426,18099.13,12,23,20.3,13.9,282,0.8485,0.0815,4.7,0.545,0.346,-0.137,0.863,14192.63,0.2185,1
syn_00462,56302.37,5171.42,0.0919,48545.24,12,37,22.8,15.0,343,0.955,0.052,4.91,0.377,0.215,0.1078,1.108,29224.83,0.1094,0
syn_00463,31336.59,7186.64,0.2293,20556.64,12,23,21.5,10.5,225,0.903,0.1234,4.74,0.503,0.332,-0.0559,0.944,15888.56,0.2544,1
syn_00464,41275.83,10016.71,0.2427,26250.76,12,19,21.0,12.0,252,0.9094,0.1428,4.51,0.359,0.387,0.0387,1.039,21734.45,0.1024,1
syn_00465,66585.5,11986.34,0.18,48605.99,12,23,28.4,19.3,549,0.967,0.0297,4.75,0.33,0.248,-0.026,0.974,30960.53,0.1173,0
syn_00466,45895.24,11176.02,0.2435,29131.22,12,19,22.9,10.3,235,0.8212,0.1498,4.57,0.428,0.368,0.0036,1.004,22211.2,0.1103,0
syn_00467,58766.41,6438.99,0.1096,49107.93,12,36,24.2,14.6,353,0.9831,0.0299,4.81,0.526,0.239,0.0397,1.04,26510.48,0.1001,0
syn_00468,41012.13,16320.26,0.3979,16531.73,12,16,19.1,14.4,274,0.8951,0.104,4.65,0.431,0.356,-0.0751,0.925,19133.38,0.2414,1
syn_00469,62400.78,7898.48,0.1266,50553.06,12,18,25.1,15.4,385,0.9315,0.0445,4.87,0.568,0.319,-0.01,0.99,30054.61,0.0942,0
syn_00470,40429.29,15184.25,0.3756,17652.91,8,8,19.5,11.1,217,0.8477,0.1179,4.67,0.653,0.332,0.0503,1.05,18033.3,0.1497,1
syn_00471,71978.09,15479.37,0.2151,48759.04,12,35,22.5,13.5,303,0.9856,0.0365,4.89,0.635,0.218,0.0465,1.046,32129.73,0.0534,0
syn_00472,22708.8,15431.04,0.6795,9083.52,5,5,14.4,7.5,107,0.7672,0.2122,4.22,0.32,0.208,-0.051,0.949,10697.12,0.3635,1
syn_00473,38747.58,15040.15,0.3882,16187.36,12,20,16.2,11.2,181,0.8437,0.1003,4.52,0.672,0.201,0.0695,1.069,16101.11,0.1378,1
syn_00474,30794.41,7366.8,0.2392,19744.21,12,22,19.0,14.6,277,0.8742,0.1075,4.54,0.666,0.252,-0.1498,0.85,17937.29,0.2877,1
syn_00475,40075.1,10130.44,0.2528,24879.44,9,9,21.2,10.8,228,0.8663,0.1139,4.54,0.47,0.262,0.0206,1.021,18736.14,0.1451,1
syn_00476,45634.35,18179.08,0.3984,18365.72,12,12,17.4,12.7,220,0.8288,0.0952,4.68,0.341,0.38,0.0017,1.002,24801.89,0.1698,1
syn_00477,55966.19,7019.36,0.1254,45437.16,12,39,24.3,13.2,322,0.9439,0.0502,4.96,0.67,0.206,0.0536,1.054,33234.69,0.1269,0
syn_00478,32386.41,9903.03,0.3058,17531.86,12,16,20.6,13.4,274,0.8201,0.1443,4.54,0.695,0.279,-0.0963,0.904,19186.87,0.1723,1
syn_00479,71022.72,14178.95,0.1996,49754.3,12,21,23.8,13.2,313,0.9356,0.0128,4.77,0.452,0.303,0.0363,1.036,35284.86,0.0714,0
syn_00480,45134.6,18451.88,0.4088,18053.84,12,15,18.4,12.4,226,0.8295,0.078,4.6,0.542,0.373,-0.1026,0.897,25651.92,0.2051,1
syn_00481,66186.21,9367.41,0.1415,52135.1,12,44,22.5,17.2,386,0.9775,0.0407,4.94,0.418,0.324,0.0488,1.049,39531.17,0.0614,0
syn_00482,55403.16,5490.01,0.0991,47168.15,12,30,23.4,13.5,315,0.9339,0.0105,4.89,0.443,0.202,0.0133,1.013,31095.39,0.2122,0
syn_00483,46803.6,18647.25,0.3984,18832.72,8,8,19.7,12.3,242,0.8854,0.0948,4.66,0.629,0.253,-0.1397,0.86,23802.15,0.0924,1
syn_00484,60804.97,6145.52,0.1011,51586.69,12,27,25.5,20.2,515,0.9509,0.0345,4.95,0.531,0.255,0.0912,1.091,33349.15,0.1219,0
syn_00485,49412.66,10816.08,0.2189,33188.54,12,42,22.9,20.2,462,0.9476,0.0346,4.95,0.464,0.362,0.0326,1.033,29160.39,0.1586,0
syn_00486,29591.76,12075.79,0.4081,11836.71,10,10,17.8,14.1,251,0.9063,0.1295,4.54,0.405,0.23,0.039,1.039,14223.44,0.2911,1
syn_00487,59498.85,8719.57,0.1466,46419.49,12,35,24.5,18.8,460,0.9831,0.0182,4.84,0.325,0.351,-0.0218,0.978,27025.92,0.145,0
syn_00488,64953.89,11283.06,0.1737,48029.3,12,44,27.8,14.4,399,0.9227,0.0539,4.82,0.41,0.208,-0.0242,0.976,31199.87,0.1111,1
syn_00489,79444.88,13441.01,0.1692,59283.36,12,44,23.1,21.2,489,0.9561,0.0177,4.96,0.388,0.31,0.1015,1.101,36398.77,0.1207,0
syn_00490,37065.24,14026.89,0.3784,16024.9,12,20,21.9,12.9,282,0.8428,0.0847,4.58,0.663,0.226,-0.1231,0.877,20685.97,0.1521,1
syn_00491,29915.08,12101.08,0.4045,11966.03,12,18,20.0,11.2,223,0.8957,0.0832,4.67,0.609,0.318,-0.1409,0.859,15267.64,0.3021,1
syn_00492,45881.83,14662.63,0.3196,23887.88,12,15,21.9,13.8,302,0.8611,0.0807,4.6,0.441,0.361,0.04,1.04,22716.68,0.1169,0
syn_00493,73420.3,6890.91,0.0939,63083.94,12,21,23.9,20.7,494,0.9443,0.0587,4.98,0.312,0.418,0.0037,1.004,33698.99,0.0459,0
syn_00494,53621.51,11498.45,0.2144,36373.84,12,21,26.9,20.2,542,0.9478,0.0268,4.8,0.679,0.242,0.0461,1.046,25397.56,0.1486,0
syn_00495,21254.63,10344.16,0.4867,8501.85,3,3,12.6,8.4,106,0.7241,0.2271,4.41,0.494,0.278,-0.1442,0.856,11690.22,0.4077,1
syn_00496,51376.44,9023.23,0.1756,37841.59,12,24,26.6,21.6,573,0.9711,0.0126,4.95,0.513,0.426,0.1225,1.123,24805.95,0.1361,0
syn_00497,62104.16,10052.55,0.1619,47025.34,12,23,27.7,21.9,606,0.9472,0.0124,4.93,0.422,0.443,0.0709,1.071,31116.31,0.0771,0
syn_00498,33609.26,12308.4,0.3662,15146.66,12,14,17.7,10.0,177,0.873,0.0861,4.66,0.351,0.433,-0.1229,0.877,18261.28,0.2359,1
syn_00499,25118.83,14436.87,0.5747,10047.53,5,5,16.8,7.2,121,0.7658,0.1533,4.27,0.45,0.438,-0.0609,0.939,13625.06,0.2864,1
syn_00500,77474.22,9678.93,0.1249,62955.83,12,27,23.8,17.8,423,0.9777,0.0152,4.97,0.461,0.396,0.109,1.109,35452.08,0.0598,0
syn_00501,20468.19,10928.0,0.5339,8187.28,4,4,12.0,7.2,86,0.6589,0.284,4.28,0.415,0.259,-0.2916,0.708,8995.52,0.4192,1
syn_00502,29895.37,6617.57,0.2214,19969.02,8,8,17.1,9.4,160,0.9196,0.086,4.54,0.649,0.299,-0.0946,0.905,14827.15,0.3217,1
syn_00503,60089.5,7471.28,0.1243,48882.58,12,24,26.7,15.6,417,0.9604,0.0133,4.79,0.323,0.276,0.0315,1.031,31519.92,0.1903,0
syn_00504,72344.3,5947.96,0.0822,63422.37,12,23,25.9,16.4,425,0.9555,0.0381,4.82,0.339,0.424,0.009,1.009,30800.19,0.1327,0
syn_00505,59505.38,5808.46,0.0976,50792.69,12,34,26.1,17.7,463,0.9342,0.0326,4.93,0.361,0.378,0.0681,1.068,29181.18,0.0651,0
syn_00506,36234.95,10384.58,0.2866,20658.09,8,8,20.7,10.3,212,0.8791,0.1422,4.7,0.465,0.415,0.0619,1.062,21663.65,0.2724,1
syn_00507,67638.66,12925.42,0.1911,48250.52,12,47,22.6,14.7,331,0.9731,0.0111,4.94,0.343,0.217,-0.0472,0.953,35644.3,0.1318,0
syn_00508,42844.02,13793.51,0.3219,22153.76,12,16,19.0,11.4,215,0.8226,0.0902,4.74,0.477,0.204,0.0509,1.051,20669.71,0.1395,0
syn_00509,79022.06,13990.8,0.177,58035.86,12,33,22.5,14.7,330,0.974,0.0521,4.89,0.386,0.21,0.0789,1.079,34318.8,0.0412,0
syn_00510,58807.94,8149.78,0.1386,46583.27,12,23,25.6,17.3,441,0.9389,0.0115,4.89,0.643,0.324,0.0291,1.029,25088.16,0.0967,0
syn_00511,54594.36,7739.96,0.1418,42984.42,12,38,22.5,20.4,458,0.9288,0.0552,4.95,0.485,0.435,0.0429,1.043,25992.97,0.1777,0
syn_00512,73122.3,14260.37,0.195,51731.74,12,31,25.9,14.6,378,0.9527,0.0584,4.92,0.632,0.212,0.1122,1.112,37031.19,0.0451,0
syn_00513,17565.08,8457.97,0.4815,7026.03,9,9,11.3,8.2,92,0.6588,0.1733,4.44,0.616,0.355,-0.3102,0.69,8946.35,0.3226,1
syn_00514,61985.08,8402.98,0.1356,49380.61,12,22,27.2,18.2,495,0.9472,0.0185,4.8,0.565,0.413,0.0651,1.065,30807.48,0.1099,0
syn_00515,79216.87,10033.12,0.1267,64167.19,12,32,26.2,13.8,361,0.9624,0.0145,4.97,0.683,0.325,0.0931,1.093,36374.74,0.1274,0
syn_00516,21998.99,11559.03,0.5254,8799.6,9,9,10.7,5.0,53,0.6911,0.247,4.26,0.353,0.212,-0.2155,0.785,11658.27,0.4274,1
syn_00517,43214.1,10802.34,0.25,27010.59,12,17,20.0,10.5,210,0.8428,0.061,4.53,0.535,0.216,-0.0789,0.921,17407.86,0.1088,1
syn_00518,18207.72,9541.4,0.524,7283.09,12,13,9.2,8.8,81,0.7204,0.1967,4.19,0.526,0.415,-0.1538,0.846,10270.39,0.3614,1
syn_00519,69552.54,6684.11,0.0961,59526.38,12,41,26.9,17.0,455,0.9861,0.0171,4.9,0.401,0.309,0.0264,1.026,37141.4,0.1669,0
syn_00520,48488.47,5373.4,0.1108,40428.37,12,26,24.0,17.0,407,0.932,0.0537,4.91,0.301,0.262,-0.033,0.967,22754.12,0.1825,0
syn_00521,24367.62,15230.84,0.625,9747.05,12,13,9.7,8.1,78,0.6894,0.1781,4.44,0.426,0.306,-0.3095,0.691,10046.39,0.2808,1
syn_00522,79111.35,8027.51,0.1015,67070.08,12,26,27.1,13.0,352,0.9617,0.0558,4.82,0.428,0.263,-0.0129,0.987,36191.84,0.1121,0
syn_00523,20945.12,13630.71,0.6508,8378.05,12,13,12.6,7.5,95,0.6766,0.2295,4.33,0.307,0.339,-0.3432,0.657,9293.95,0.3209,1
syn_00524,34477.91,8524.67,0.2473,21690.91,12,16,22.2,11.8,262,0.9078,0.1127,4.67,0.621,0.293,0.035,1.035,17941.93,0.2307,1
syn_00525,77266.7,7166.11,0.0927,66517.54,12,20,26.5,16.7,443,0.9484,0.044,4.77,0.517,0.43,0.0687,1.069,33561.37,0.1288,0
syn_00526,18567.36,9391.64,0.5058,7426.95,7,7,12.1,6.7,81,0.6957,0.3208,4.13,0.408,0.392,-0.1467,0.853,9861.11,0.2889,1
syn_00527,21026.12,11154.44,0.5305,8410.45,5,5,16.0,9.6,153,0.7372,0.2809,4.46,0.439,0.33,-0.3471,0.653,8800.51,0.3098,1
syn_00528,42283.06,16585.38,0.3922,17404.99,12,14,17.1,11.7,200,0.8608,0.1219,4.56,0.697,0.227,-0.0027,0.997,21833.86,0.2191,1
syn_00529,78666.49,7369.4,0.0937,67612.39,12,46,22.1,14.4,319,0.9897,0.019,4.87,0.575,0.369,0.1197,1.12,37689.29,0.0405,0
syn_00530,61095.99,7361.27,0.1205,50054.07,12,19,27.7,20.2,558,0.952,0.0403,4.89,0.514,0.312,0.1154,1.115,33291.85,0.1117,0
syn_00531,70995.32,7804.03,0.1099,59289.28,12,20,23.4,16.7,390,0.9359,0.0392,4.84,0.499,0.339,0.0398,1.04,39707.18,0.1104,0
syn_00532,31549.64,8532.43,0.2704,18750.99,12,19,21.7,14.7,318,0.8336,0.1048,4.55,0.513,0.236,-0.1362,0.864,18023.12,0.1887,1
syn_00533,53638.22,8843.35,0.1649,40373.19,12,42,24.4,18.3,445,0.9421,0.0143,4.8,0.536,0.318,-0.0124,0.988,25121.1,0.1277,0
syn_00534,44567.56,12683.74,0.2846,25541.95,12,22,17.7,10.6,186,0.8704,0.127,4.63,0.566,0.307,-0.1344,0.866,19556.51,0.1872,1
syn_00535,21830.62,13126.35,0.6013,8732.25,12,12,16.1,8.0,128,0.7033,0.2983,4.19,0.414,0.244,-0.2334,0.767,9935.45,0.4044,1
syn_00536,37083.35,11020.13,0.2972,20553.16,12,12,22.9,11.3,259,0.828,0.0681,4.65,0.507,0.326,-0.0121,0.988,19047.17,0.1756,1
syn_00537,51954.32,4891.19,0.0941,44617.54,12,21,26.3,14.8,387,0.9376,0.0187,4.97,0.569,0.331,0.1209,1.121,27768.9,0.0977,1
syn_00538,25453.42,16122.9,0.6334,10181.37,4,4,10.0,7.4,74,0.6789,0.1935,4.21,0.689,0.258,-0.1831,0.817,10447.44,0.2576,1
syn_00539,30861.63,12084.73,0.3916,12734.53,12,13,18.2,13.0,235,0.8766,0.1025,4.62,0.461,0.234,0.0184,1.018,14392.75,0.1467,1
syn_00540,63251.85,11822.16,0.1869,45518.61,12,21,23.8,17.3,412,0.9894,0.0443,4.94,0.381,0.3,0.033,1.033,37438.66,0.1567,0
syn_00541,41092.42,14869.82,0.3619,18787.69,12,13,20.1,11.1,224,0.8777,0.0908,4.52,0.432,0.298,0.0783,1.078,24060.86,0.1159,0
syn_00542,61142.41,11058.11,0.1809,44555.25,12,28,25.6,21.5,549,0.9229,0.0352,4.88,0.397,0.419,0.134,1.134,29672.42,0.0563,0
syn_00543,77859.62,13392.45,0.172,57770.94,12,39,25.1,13.4,336,0.9844,0.0335,4.76,0.627,0.415,0.088,1.088,44779.48,0.0942,0
syn_00544,41904.59,12722.23,0.3036,22821.25,8,8,20.0,12.9,257,0.855,0.1425,4.53,0.338,0.283,0.0044,1.004,17393.33,0.0961,1
syn_00545,66723.89,9475.32,0.142,52510.91,12,24,22.2,15.9,353,0.9767,0.0445,4.92,0.498,0.202,0.0896,1.09,38704.34,0.0869,0
syn_00546,66514.73,6020.46,0.0905,57484.05,12,27,28.6,16.3,465,0.9839,0.049,4.92,0.521,0.447,0.0713,1.071,31421.52,0.1299,0
syn_00547,45449.26,11958.97,0.2631,27510.8,12,20,16.6,11.9,197,0.8714,0.1346,4.61,0.538,0.348,-0.0187,0.981,26922.3,0.1576,1
syn_00548,79361.66,10723.4,0.1351,63276.56,12,21,23.6,14.5,343,0.9667,0.0405,4.9,0.485,0.298,-0.0324,0.968,41438.43,0.1391,0
syn_00549,18944.89,12436.55,0.6565,7577.96,12,13,15.3,10.6,161,0.6918,0.2612,4.22,0.641,0.352,-0.1028,0.897,9226.85,0.2389,1
syn_00550,21753.52,11402.58,0.5242,8701.41,5,5,9.1,8.3,75,0.7625,0.2643,4.41,0.41,0.22,-0.1786,0.821,12545.49,0.2222,1
syn_00551,58519.87,10583.95,0.1809,42643.95,12,34,26.5,16.0,423,0.9728,0.0424,4.9,0.535,0.263,0.0607,1.061,26960.02,0.053,0
syn_00552,63250.17,7681.68,0.1214,51727.65,12,28,25.6,14.5,370,0.9884,0.0154,4.96,0.552,0.285,0.1327,1.133,28779.96,0.1222,0
syn_00553,63940.15,10303.0,0.1611,48485.65,12,35,24.0,16.3,391,0.9259,0.0126,4.81,0.649,0.321,-0.0352,0.965,27968.34,0.0615,0
syn_00554,60222.66,9575.53,0.159,45859.36,12,33,22.8,22.0,501,0.9498,0.0274,4.91,0.343,0.412,0.0228,1.023,30662.12,0.1743,0
syn_00555,30905.72,8754.31,0.2833,17774.26,11,11,22.8,10.5,240,0.8656,0.0627,4.6,0.426,0.344,-0.0186,0.981,15349.41,0.3145,1
syn_00556,17968.62,8093.7,0.4504,7187.45,12,12,10.6,10.5,111,0.795,0.3027,4.26,0.312,0.233,-0.1987,0.801,9870.53,0.3796,1
syn_00557,20497.29,11181.03,0.5455,8198.92,11,11,12.0,9.4,112,0.7833,0.3003,4.4,0.355,0.3,-0.2886,0.711,10372.26,0.302,1
syn_00558,22958.06,11904.93,0.5186,9183.23,5,5,9.6,7.9,75,0.7694,0.2478,4.47,0.531,0.398,-0.2633,0.737,9474.49,0.2148,1
syn_00559,52333.4,6320.89,0.1208,42852.07,12,39,23.0,20.3,467,0.9356,0.0459,4.97,0.694,0.434,0.0556,1.056,26574.55,0.1502,0
syn_00560,21082.04,12446.46,0.5904,8432.82,12,12,16.2,7.4,118,0.8135,0.2273,4.35,0.508,0.267,-0.1371,0.863,11617.82,0.4389,1
syn_00561,41219.48,11730.25,0.2846,23624.11,12,16,19.4,12.7,246,0.8605,0.0779,4.74,0.518,0.336,-0.0324,0.968,21343.06,0.2039,1
syn_00562,63874.42,6622.15,0.1037,53941.19,12,22,22.9,21.4,489,0.9623,0.043,4.84,0.684,0.405,0.1318,1.132,28498.59,0.1369,0
syn_00563,18522.52,8731.53,0.4714,7409.01,4,4,11.2,10.1,113,0.6554,0.156,4.22,0.463,0.228,-0.29,0.71,8157.53,0.3055,1
syn_00564,42417.86,15511.97,0.3657,19149.91,12,19,16.0,14.7,235,0.9014,0.1414,4.5,0.596,0.44,0.0648,1.065,18348.11,0.2088,1
syn_00565,46912.59,14476.64,0.3086,25197.64,12,17,20.2,11.9,239,0.9133,0.0668,4.63,0.432,0.334,0.008,1.008,22677.37,0.1865,1
syn_00566,16657.5,6825.74,0.4098,6663.0,12,12,13.7,8.2,112,0.6953,0.3289,4.49,0.49,0.231,-0.2292,0.771,8715.37,0.5374,1
syn_00567,24548.33,12212.69,0.4975,9819.33,7,7,9.2,5.6,51,0.7344,0.2849,4.24,0.48,0.25,-0.1414,0.859,11272.91,0.3256,1
syn_00568,68273.13,7837.41,0.1148,56517.01,12,19,24.1,19.9,481,0.9429,0.0221,4.79,0.575,0.358,0.105,1.105,34768.04,0.061,0
syn_00569,33928.81,9365.26,0.276,19880.92,8,8,17.0,10.7,182,0.851,0.107,4.67,0.332,0.304,-0.0623,0.938,18076.15,0.2451,1
syn_00570,16145.65,10507.94,0.6508,6458.26,10,10,14.9,8.7,128,0.7894,0.2249,4.19,0.679,0.426,-0.1964,0.804,7949.06,0.4487,1
syn_00571,27264.57,11219.87,0.4115,10905.83,11,11,11.1,8.0,88,0.7939,0.2461,4.41,0.44,0.377,-0.3083,0.692,12368.43,0.2113,1
syn_00572,51197.82,9865.95,0.1927,36398.9,12,34,24.6,18.8,463,0.9708,0.0205,4.95,0.602,0.252,0.0732,1.073,28851.66,0.134,0
syn_00573,70261.69,13153.68,0.1872,50531.17,12,42,25.1,19.4,487,0.9471,0.0206,4.9,0.605,0.215,0.1452,1.145,35679.31,0.0825,0
syn_00574,26230.74,15433.73,0.5884,10492.3,11,11,15.9,5.7,89,0.7091,0.324,4.18,0.642,0.372,-0.3265,0.673,11355.36,0.3218,1
syn_00575,61415.98,6581.28,0.1072,51544.05,12,42,24.0,17.5,421,0.9572,0.0503,4.93,0.464,0.419,0.0663,1.066,34493.99,0.1633,0
syn_00576,57620.98,9272.97,0.1609,43711.52,12,18,24.6,17.8,438,0.9814,0.0556,4.81,0.394,0.382,0.0424,1.042,23634.83,0.1378,0
syn_00577,48296.08,6977.78,0.1445,37829.41,12,18,25.4,13.2,335,0.9681,0.0247,4.88,0.503,0.239,0.0102,1.01,25044.67,0.0933,0
syn_00578,30207.88,9472.0,0.3136,15999.89,12,20,16.5,12.6,207,0.8464,0.1075,4.63,0.68,0.394,0.0626,1.063,14602.5,0.2415,1
syn_00579,61836.68,12120.82,0.196,43655.46,12,43,27.8,14.7,408,0.9691,0.0245,4.82,0.318,0.443,0.0093,1.009,34259.67,0.1541,0
syn_00580,34373.95,10645.9,0.3097,18405.09,12,13,20.4,9.9,201,0.8389,0.1373,4.56,0.573,0.205,-0.0626,0.937,16065.37,0.2684,1
syn_00581,44263.64,18189.15,0.4109,17705.46,12,15,22.5,14.5,324,0.8712,0.0924,4.62,0.416,0.354,0.0087,1.009,24725.79,0.2102,1
syn_00582,40475.07,8950.1,0.2211,27049.92,12,22,17.3,9.6,166,0.8563,0.1051,4.51,0.498,0.307,-0.0699,0.93,19047.0,0.1254,1
syn_00583,21716.64,13367.14,0.6155,8686.65,5,5,13.5,10.6,142,0.7143,0.2374,4.14,0.579,0.356,-0.1673,0.833,12333.71,0.2736,1
syn_00584,71050.33,10950.35,0.1541,54624.81,12,32,24.8,15.9,393,0.9627,0.057,4.9,0.696,0.437,-0.0351,0.965,29971.53,0.1006,0
syn_00585,59620.24,11820.27,0.1983,41889.84,12,46,24.9,17.0,422,0.9644,0.0487,4.76,0.343,0.236,0.0686,1.069,31647.03,0.0785,0
syn_00586,78542.33,7555.34,0.0962,67209.31,12,32,28.6,19.6,561,0.9646,0.0423,4.94,0.633,0.218,-0.0286,0.971,36175.16,0.096,0
syn_00587,35583.22,10249.92,0.2881,20208.33,12,16,20.3,14.3,291,0.8696,0.1342,4.6,0.597,0.213,-0.1264,0.874,20984.6,0.1228,1
syn_00588,65523.58,6567.57,0.1002,55672.23,12,26,22.9,21.5,493,0.9763,0.019,4.84,0.596,0.299,0.0211,1.021,32627.95,0.1544,0
syn_00589,63928.21,8185.12,0.128,51650.53,12,29,23.7,16.6,392,0.9213,0.0486,4.79,0.595,0.375,-0.0412,0.959,28461.66,0.139,0
syn_00590,51339.89,11170.35,0.2176,34584.37,12,45,28.0,19.2,537,0.9857,0.0461,4.79,0.455,0.283,0.0384,1.038,26802.94,0.071,0
syn_00591,28951.66,8601.37,0.2971,16049.61,12,21,17.1,13.2,225,0.8306,0.1198,4.57,0.5,0.28,-0.1042,0.896,17263.73,0.3322,1
syn_00592,69512.41,13175.06,0.1895,49749.82,12,29,25.7,18.3,470,0.934,0.0244,4.79,0.678,0.249,-0.0001,1.0,34485.82,0.0723,0
syn_00593,39204.83,10624.54,0.271,23268.02,12,21,17.8,9.2,164,0.8505,0.127,4.51,0.364,0.3,-0.0996,0.9,17386.15,0.2101,1
syn_00594,29375.02,9443.45,0.3215,15209.85,12,23,18.3,12.0,220,0.8224,0.0882,4.7,0.453,0.409,-0.0226,0.977,15947.55,0.2282,1
syn_00595,20113.59,13091.86,0.6509,8045.43,7,7,12.4,8.3,103,0.6893,0.2961,4.32,0.369,0.201,-0.1073,0.893,11203.25,0.4178,1
syn_00596,65757.11,6991.67,0.1063,55269.6,12,28,28.0,15.3,429,0.9359,0.034,4.86,0.608,0.316,-0.007,0.993,37222.4,0.0828,0
syn_00597,30765.51,12713.4,0.4132,12306.2,12,19,21.7,10.2,222,0.8386,0.0713,4.53,0.307,0.278,0.0221,1.022,13641.83,0.2216,1
syn_00598,28659.54,11188.04,0.3904,11877.48,8,8,20.8,10.6,220,0.8888,0.1313,4.58,0.497,0.392,-0.1417,0.858,15217.18,0.3349,1
syn_00599,55766.88,12203.7,0.2188,37461.33,12,26,23.4,18.2,425,0.9848,0.0173,4.97,0.372,0.392,0.1395,1.139,31067.1,0.1966,0
syn_00600,61484.06,11751.88,0.1911,43856.24,12,23,25.3,17.8,450,0.9897,0.03,4.89,0.517,0.392,0.023,1.023,28336.27,0.1063,0
syn_00601,64068.21,5304.95,0.0828,56110.78,12,24,23.8,17.7,419,0.921,0.0232,4.87,0.38,0.233,0.0646,1.065,30171.7,0.1769,0
syn_00602,43793.47,16105.53,0.3678,19635.17,12,16,20.4,14.9,303,0.8734,0.0702,4.71,0.538,0.315,-0.0921,0.908,17893.07,0.1978,1
syn_00603,68363.93,12659.51,0.1852,49374.66,12,28,26.7,14.8,395,0.9546,0.0496,4.86,0.698,0.23,0.0573,1.057,31977.02,0.1454,0
syn_00604,55838.51,10171.43,0.1822,40581.37,12,44,27.7,20.7,573,0.9894,0.0247,4.91,0.536,0.326,-0.0269,0.973,24033.21,0.1193,0
syn_00605,29114.71,9747.38,0.3348,14493.64,12,23,22.0,11.9,262,0.8279,0.1104,4.58,0.37,0.272,-0.1144,0.886,14431.58,0.3124,1
syn_00606,54715.67,8966.47,0.1639,41265.96,12,25,22.6,13.5,305,0.9461,0.046,4.88,0.322,0.368,0.0346,1.035,28830.22,0.1479,0
syn_00607,17392.53,8256.17,0.4747,6957.01,11,11,14.7,5.5,81,0.788,0.291,4.41,0.523,0.429,-0.3199,0.68,8070.77,0.4651,1
syn_00608,48007.71,4973.22,0.1036,40547.88,12,43,22.2,16.0,354,0.9836,0.0148,4.89,0.312,0.308,0.0403,1.04,27628.25,0.2384,0
